slug,name,brand,releasedAt,score,msrpGbp,plate,discontinued,breathability,toebox-durability,heel-padding-durability,outsole-durability,forefoot-stack,heel-stack,drop,outsole-thickness,outsole-hardness,midsole-softness,midsole-softness-in-cold,difference-in-midsole-softness-in-cold,stiffness,stiffness-in-cold,difference-in-stiffness-in-cold,torsional-rigidity,heel-counter-stiffness,lateral-stability-test,weight,midsole-width-in-the-forefoot,midsole-width-in-the-heel,toebox-width-at-the-widest-part,toebox-width-at-the-big-toe,internal-length,insole-thickness,tongue-padding,lug-depth,secondary-foam-softness,midsole-softness-in-the-forefoot,price,toe-guard-durability,size-rating,toebox-width-widest-part,toebox-width-big-toe,toebox-height,rocker,flexibility-stiffness,forefoot-traction,heel-traction,forefoot-traction-stop,energy-return-heel,energy-return-forefoot,shock-absorption-heel,shock-absorption-forefoot,midsole-softness-22,midsole-softness-in-cold-22,secondary-foam-softness-22,midsole-softness-in-the-forefoot-22,torsional-rigidity-23,insulation,breathability-25,sweat-on-skin,sweat-in-shoe,sweat-evaporated,drying-potential
hoka-solimar,HOKA Solimar,HOKA,,76,125,none,false,4,4,2,,24,30.4,6.4,2.6,82.4,24.6,34.8,41.5,20.6,36.1,75,3,2,,232,110.2,89.4,93.1,71,,5.1,7.5,,,,125,,2.88,,,,,11.8,0.37,,,53.6,53.44,116.0308177852,96.112259118651,,,,,,,,,,,
hoka-transport-x,HOKA Transport X,HOKA,2023-01-01,69,200,carbon,false,5,1,1,0.78,30.8,40.2,9.4,1.8,80.5,22.8,27.5,20.9,53.4,65.5,22.7,5,5,,274,118.5,94.4,99.8,78.3,265.4,4.5,1.7,,,,200,,2.96,94.9,72.1,28.7,,,,,,,,,,,,,,,,,,,,
hylo-athletics-axis,Hylo Axis,Hylo Athletics,2026-02-26,80,175,none,false,4,1,4,1.4,28.2,37.6,9.4,2.8,,23.1,26,12.6,,,,5,3,,312,122.2,97.6,,,268.4,5.6,8.2,,,,175,,,95.4,69.2,24.5,,20.2,0.56,,,56.6,58.4,111.08642523884,107.12372790573,,,,,18,,,,,,
inov-8-roadfly,Inov8 Roadfly,Inov8,2024-01-01,77,130,none,false,5,1,3,1.48,22.1,31.5,9.4,3.8,83.5,26,30.9,18.8,20.6,22.3,8.3,3,2,,251,111.6,83.8,100.9,89.2,268,7.2,8.5,,,,130,,2.23,,,,,,,,,,,,,,,,,,,,,,,
k-swiss-shad-x,K-Swiss Shadx,K-Swiss,2026-01-01,83,75,none,false,5,2,4,0.7,26.8,40,13.2,3,,,,19.9,,,,,3,,278,117.4,93.2,,,271.5,4.2,9.3,,,,75,,,94.9,70,28.9,,13.2,0.72,,,51.5,54.8,155.27950310559,108.16657652785,36.6,43.9,,,15.2,,,,,,
kiprun-kipstorm-elite,KIPRUN Kipstorm Elite,KIPRUN,2026-01-01,84,250,carbon,false,5,2,3,0.44,31.4,38.1,6.7,2.5,,,,7.2,,,,,2,,218,118.8,81.6,,,269.9,3,4.4,,,,250,,,95.6,69.7,26.8,,21.4,0.71,,,68.9,74.8,148.43402107763,125.67550584391,34.5,37,27.2,,16,,63,7,38,54,51
kuru-atom-2,KURU Atom 2,KURU,2025-01-01,68,169,none,false,2,5,4,1.05,26,39.9,13.9,3.2,,20,24.3,21.3,,,,4,3,,366,114.5,92.7,,,,6.6,9.9,,,,169,,,95.2,70.7,22,,15.7,0.44,,,40.9,49.5,116.76786548342,95.812973076555,,,,,,,,,,,
kuru-triple-max-ion,KURU Triple Max Ion,KURU,2025-01-01,64,185,none,false,4,3,4,0.88,26.8,42.4,15.6,3.7,,17.5,21.8,24.3,,,,5,5,,424,121.4,102.6,,,,6.4,12.4,,,,185,,,94.8,73.1,24.8,,15.4,0.4,,,44,50.8,121.9512195122,105.42962572483,,,,,,,,,,,
merrell-vapor-glove-6,Merrell Vapor Glove 6,Merrell,2023-02-08,77,90,none,false,3,2,2,1.5,7.6,7.6,0,3.9,75.6,,,,2.2,2.5,12.7,1,1,,159,104.6,77,98.3,84.8,267.7,3.8,8.2,,,,90,,2.84,93.3,77.5,31,,,,,,52.32,55.29,23.634348271029,24.884597678267,,,,,,,,,,,
mizuno-neo-vista,Mizuno Neo Vista,Mizuno,2024-01-01,82,180,plated-other,true,3,4,4,0.37,35.3,44.9,9.6,2.1,69.3,15.6,17.6,12.6,24.9,33.62,35,4,1,,259,120.8,97.9,99.5,80.8,269.8,4.8,1.9,,,,180,,3.05,93.8,74.6,25.7,,16.2,0.41,,,56.9,55.28,163.44142259414,127.31068900545,31.7,,34.2,,,,,,,,
mizuno-neo-vista-2,Mizuno Neo Vista 2,Mizuno,2025-01-01,82,200,plated-other,true,4,5,4,0.63,37.5,46,8.5,3.5,78,10,11.3,12.5,,,,4,1,,264,116.4,95.8,,,,4.8,1.9,,20,,200,,3.91,96.5,72.9,29.2,,13.5,0.45,,,60.29,59.83,169.52600528921,136.75213675214,21.6,,34.8,,17.7,,,,,,
mizuno-neo-vista-3,Mizuno Neo Vista 3,Mizuno,2026-01-01,83,200,plated-other,false,,4,1,0.69,35,43.5,8.5,1.9,,,,13.6,,,,,2,,266,118.6,95.4,,,275.1,5.3,2.3,,,,200,,,95.2,71.7,29.4,,15.3,,,,57.69,57.14,166.58337497918,133.3688983729,19.8,22.5,30.1,,15.5,,83,,,,62
mizuno-neo-zen,Mizuno Neo Zen,Mizuno,2025-01-01,92,150,none,true,4,5,4,0.95,34,41,7,2.7,62.5,13.5,18,33.3,,,,3,1,,234,113.5,94.7,,,,4.8,4.1,,,,150,,3.31,93.7,73.4,27,,12.8,0.38,,,71.7,67.71,158.36315839483,128.55618548086,33.3,,,,,,,,,,
mizuno-neo-zen-2,Mizuno Neo Zen 2,Mizuno,2026-02-05,79,160,none,false,3,1,1,0.86,34.9,39.9,5,1.4,,,,14,,,,3,3,,237,115.7,94.2,,,270.4,4.8,3.6,,,,160,,3.17,92.2,68.3,25.1,,13.3,0.55,,,47.4,50.89,142.61266400456,132.11784912142,32.1,36.6,,,12.6,,,,,,
mizuno-wave-horizon-7,Mizuno Wave Horizon 7,Mizuno,2024-01-01,72,170,none,false,3,3,1,0.79,31.9,39.1,7.2,4.5,80.1,22.6,29.5,30.5,27.3,34.7,27.3,4,5,,329,118.5,98.4,100.1,80.1,274.6,5.3,6.1,,27.8,,170,,2.7,,,,,,,,,,,,,,,,,,,,,,,
mizuno-wave-inspire-20,Mizuno Wave Inspire 20,Mizuno,2024-01-01,80,140,none,true,4,4,5,0.9,25.1,37.7,12.6,3.2,84,22,25.1,14.2,20.7,22.4,8.1,4,4,,302,115.5,94.2,101.6,78.9,,5.5,7.1,,,,140,,2.93,,,,,13.8,0.36,,,44.18,46.45,120.61853183123,103.58186074455,,,,,,,,,,,
mizuno-wave-inspire-21,Mizuno Wave Inspire 21,Mizuno,2025-01-01,82,140,plated-other,true,3,3,4,0.9,25.1,38,12.9,4.5,80.1,26.6,31.6,18.8,,,,3,4,,286,118.1,94,,,,5.4,6.9,,19.3,,140,,2.75,98.4,73.5,30.9,,14.5,0.5,,,53.3,51.49,126.28175986261,99.11392154142,,,,,,,,,,,
mizuno-wave-inspire-22,Mizuno Wave Inspire 22,Mizuno,2026-01-01,83,140,plated-other,false,3,2,3,0.51,29,36.6,7.6,4.1,,,,23.1,,,,3,4,,280,116.6,96.2,,,,5.2,6,,,,140,,3,97.3,72.7,27.7,,13.2,0.55,,,52.7,52.8,124.96875781055,114.69205184081,30.8,37.9,43.3,,9.1,,,,,,
mizuno-wave-rebellion,Mizuno Wave Rebellion,Mizuno,2021-09-01,81,180,none,false,3,2,2,3.88,28.7,36.4,7.7,3.7,84,24.3,33.5,38.1,26.1,32.3,23.7,4,4,,247,115.1,87,101.7,79,,4.1,0.9,,,,180,,3.5,,,,,,,,,,,,,,,,,,,,,,,
mizuno-wave-rebellion-flash-2,Mizuno Wave Rebellion Flash 2,Mizuno,2025-01-01,82,170,plated-other,true,3,2,1,0.91,32.3,35.2,2.9,3.1,68.1,14.8,20.1,36.4,30.2,35.2,16.4,5,3,,239,112.2,82.8,,,,2.1,1.3,,27,,170,,2.77,94.8,73.3,27.4,,15.8,0.42,,,54.9,59.59,147.60147601476,117.47016257871,,,,,,,,,,,
mizuno-wave-rebellion-flash-3,Mizuno Wave Rebellion Flash 3,Mizuno,2025-09-01,86,180,plated-other,false,3,4,1,1.26,32.5,40,7.5,2.1,,11.5,11.9,3.5,,,,4,3,,244,117.6,88.4,,,264.2,2.6,1,,19,,180,,,92.3,70.2,25.6,,13.6,0.61,,,68.1,65.6,170.24174327545,122.0703125,,,,,17.7,,,,,,
mizuno-wave-rebellion-pro-2,Mizuno Wave Rebellion Pro 2,Mizuno,2024-01-01,84,250,carbon,true,4,1,4,1.95,35.8,37.9,2.1,2.1,77.8,16,17.1,7.1,58.4,73.3,25.5,5,1,,209,113.3,82,98.1,77.6,,3.6,1.3,,26,,250,,3,,,,,21.7,0.46,,,62.5,66.84,158.55901566563,115.52680221811,,,,,,,,,,,
mizuno-wave-rebellion-pro-3,Mizuno Wave Rebellion Pro 3,Mizuno,2025-01-01,84,250,carbon,false,4,4,1,1.4,34.5,39.9,5.4,2.5,,16.5,16.5,0,,,,5,1,,227,116.7,86.7,,,,3.9,1,,,,250,,2.57,96.6,72.8,25.4,,20.7,0.62,,,66.3,69.1,184.19598452754,125.89701624072,,,,,16.7,,81,5,25,71,67
mizuno-wave-rider-27,Mizuno Wave Rider 27,Mizuno,2023-01-01,81,140,none,true,4,2,5,0.63,25.1,38.3,13.2,3.8,83,23.3,26.3,12.9,12.8,17.8,39.1,3,5,,279,113.9,90.9,99.2,78.8,271.9,4.7,6.4,,,,140,,2.87,,,,,13.6,0.34,,,49.92,49.73,131.29907302854,102.57988408473,,,,,,,,,,,
mizuno-wave-rider-28,Mizuno Wave Rider 28,Mizuno,2025-01-01,83,140,none,true,4,3,5,1.3,24.6,39.3,14.7,4.3,81.4,28,30.2,7.9,21.5,23.5,9.3,4,3,,276,119.5,85.1,,,,5.5,6,,20.2,,140,,2.34,96.7,77.2,33.8,,15.5,0.48,,,52.97,51.68,130.58751322199,99.165030443664,44.3,,36.6,,,,,,,,
mizuno-wave-rider-29,Mizuno Wave Rider 29,Mizuno,2025-01-01,85,150,plated-other,false,3,3,5,1,29.2,37.5,8.3,3,,16.9,22.6,33.7,,,,4,4,,258,114.2,89.6,,,,5.3,7.9,,19.9,,150,,2.79,94.6,76.7,28.3,,15.8,0.52,,,53.3,55.8,141.52278516841,116.21150493899,36.1,,41.5,,9.4,,,,,,
mizuno-wave-sky-8,Mizuno Wave Sky 8,Mizuno,2024-01-01,84,170,none,true,3,4,4,1.82,30.7,40.7,10,5,77.5,14,18.5,32.1,22.1,27.85,26,3,3,,271,114.2,93.5,99.7,77.7,274.5,5.4,9.9,,26.38,,170,,2.82,97,75,25.5,,14.6,0.34,,,56.45,56.45,141.38872000792,119.04336749878,,,,,,,,,,,
mizuno-wave-sky-9,Mizuno Wave Sky 9,Mizuno,2025-07-01,86,180,none,false,4,4,5,1.14,38.1,44.3,6.2,2,,14.5,17.8,22.4,,,,5,5,,295,120,99.9,,,273,5.2,7.8,,19.3,,180,,2.55,95.7,70.4,22.8,,25.1,0.64,,,45.2,47.1,142.20705346985,145.32771399506,,,,,18.3,,,,,,
mount-to-coast-c-1,Mount to Coast C1,Mount to Coast,2026-04-01,84,180,none,false,4,2,4,0.98,33.2,40.7,7.5,1.5,,,,9.2,,,,5,4,,272,121.9,98,,,273,3.4,8,,,,180,,3.21,98.2,73.2,28.2,,21.8,0.59,,,59.7,62.69,135.92496941688,125.86532410321,31.6,34.5,54.5,,16.5,,,,,,
new-balance-1080-v-15,New Balance 1080 v15,New Balance,2026-01-15,91,170,none,false,4,4,3,1,30.6,37,6.4,3,,8.5,11,2.3,,,,3,4,,255,108.9,91.4,,,273,4.3,8.5,,,,170,,3.07,94.8,73.2,27.1,,15.1,0.56,,,65.9,69.1,146.6275659824,125.54927809165,21.5,22,,,10.3,,67,7,50,44,40
new-balance-ellipse,New Balance Ellipse,New Balance,2026-03-05,85,140,none,false,4,3,4,1.3,27.4,36.9,9.5,3.3,,,,57.4,,,,,3,,261,110.8,91.6,,,271.1,4.5,8.8,,,,140,,2.72,95.4,73.8,26.6,,14.7,0.77,,,64.6,71.6,145.81510644503,112.7649977447,25.8,40.6,,,12.5,,102,,,,56
new-balance-fresh-foam-680-v8,New Balance Fresh Foam 680 v8,New Balance,2024-01-01,79,80,none,true,5,4,4,0.69,27.6,35.4,7.8,3.5,83.6,16.3,22.75,40,16.6,19.8,19.5,2,3,,261,113.9,89.6,99.2,79.1,270.2,4.7,6.4,,,,80,,2.5,95.3,72.6,26.2,,9,0.51,,,61.24,64.6,124.39048661558,103.09065792458,36.5,,,,,,,,,,
new-balance-fresh-foam-680-v9,New Balance Fresh Foam 680 v9,New Balance,2026-02-08,85,85,none,false,,3,4,0.86,24.9,33.2,8.3,3,,,,19.7,,,,,2,,258,113.1,94.3,,,270,4.1,5.6,,,,85,,2.9,93.7,73.1,26.4,,10.8,,,,54.7,61.9,128.46865364851,101.78117048346,29.5,35.3,,,7.3,,64,,,,48
new-balance-fresh-foam-arishi-v4,New Balance Fresh Foam Arishi v4,New Balance,2023-01-01,74,70,none,false,4,1,1,0.85,20.4,28.1,7.7,3.6,81,14.5,20.6,42.3,10.2,13.1,29.4,1,2,,242,113.7,88.8,96.3,78.2,265.6,3.9,5.7,,,,70,,2.68,93.6,72.6,27.8,,7,0.41,,,61.07,63.81,109.1321808975,66.725385005471,33,,,,,,,,,,
new-balance-fresh-foam-more-v-4,New Balance Fresh Foam X More v4,New Balance,,80,150,none,true,2,1,,,27.9,32.5,4.6,3.6,75.1,15.5,18.4,18.6,17.7,21.8,23.2,2,2,,301,119.5,102.1,97.4,74.4,,3.3,5.5,,,,150,,2.89,,,,,12.7,0.49,,,57.09,60.42,148.0384900074,120.31522589184,,,,,,,,,,,
new-balance-fresh-foam-roav-v2,New Balance Fresh Foam Roav V2,New Balance,,76,85,none,false,1,,,,25,32.2,7.2,4.1,77.4,26.5,33,24.5,29.6,38.4,29.7,2,2,,238,115,88.6,97,,,4.6,5.9,,,,85,,2.42,,,,,13.7,0.56,,,55.59,57.55,113.42369420972,97.80333704986,,,,,,,,,,,
new-balance-fresh-foam-x-1080-v-12,New Balance Fresh Foam X 1080 v12,New Balance,2022-04-01,80,160,none,true,,,,,23.6,26.9,3.3,1.9,76,12.5,16,28,19.7,29.9,51.5,3,2,,286,113.8,89.1,97,,,4.4,3.6,,,,160,,3.06,,,,,11.3,0.36,,,57.74,60.11,110.68436140658,85.081039690305,,,,,,,,,,,
new-balance-fresh-foam-x-1080-v-13,New Balance Fresh Foam X 1080 v13,New Balance,2024-01-01,82,165,none,true,5,3,4,0.24,28.5,34.1,5.6,2.5,81.5,10,12.9,28.8,20.5,23.6,15.1,2,4,,264,119.5,95.9,99.7,77.9,273.2,5,7.3,,,,165,,2.79,,,,,13.1,0.54,,,58.05,60.12,148.08671958299,121.188617965,,,,,,,,,,,
new-balance-fresh-foam-x-1080-v14,New Balance Fresh Foam X 1080 v14,New Balance,2025-01-01,83,165,none,true,4,4,3,0.62,32.8,37,4.2,3.6,76.7,11.9,15,26.4,26.4,29.7,12.7,4,4,,285,118.8,94.6,,,,3.9,8.9,,,,165,,2.83,95.4,69.8,27,,15.8,0.52,,,58.05,59.41,141.61096635323,128.44720177771,28.5,,,,,,,,,,
new-balance-fresh-foam-x-860-v-15,New Balance Fresh Foam X 860 v15,New Balance,2026-01-01,85,150,plated-other,false,4,3,3,1.4,32.1,39.7,7.6,3.1,,,,36.4,,,,,4,,332,117,93.4,,,268.4,4.3,9.1,,,,150,,2.43,93.6,75.1,27.8,,20.7,0.68,,,57.5,65.2,133.68983957219,127.25884448969,25.8,35.2,32.6,,18.2,,,,,,
new-balance-fresh-foam-x-860-v14,New Balance Fresh Foam X 860 v14,New Balance,2024-01-01,85,140,plated-other,true,3,2,1,1.19,27.5,36.8,9.3,3.5,84.8,10.9,16.8,54.1,20.4,23.1,13.2,3,4,,295,113.6,93.6,99.5,78.9,269.1,4.8,6.7,,23.8,,140,,2.59,94.4,73,28.5,,14.6,0.5,,,60.77,66.35,125.91286829514,112.55937507035,26.5,,44.3,,,,,,,,
new-balance-fresh-foam-x-880-v-14,New Balance Fresh Foam X 880 v14,New Balance,2024-01-01,81,140,none,true,3,3,1,1.2,25,33,8,3.4,85,15.6,22,41,20.6,27.4,33,3,3,,251,116.5,92.6,102.1,82.2,270.1,4.7,7.9,,,,140,,2.56,96.8,76.2,28.5,,12.9,0.51,,,57.93,62.67,121.19743061447,98.524108849435,,,,,,,,,,,
new-balance-fresh-foam-x-880-v-15,New Balance Fresh Foam X 880 v15,New Balance,2025-01-01,82,140,none,false,3,3,4,1.1,35.4,39.7,4.3,1.9,85.7,19.6,23.6,20.4,34.3,40.4,17.8,5,4,,286,113.3,89.2,,,,4.7,7.1,,,,140,,2.55,95,74.6,28.5,,19.2,0.52,,,56.4,60.11,127.70739681242,113.89262203594,35.5,,,,,,,,,,
new-balance-fresh-foam-x-880-v14-gtx,New Balance Fresh Foam X 880 v14 GTX,New Balance,2025-01-01,82,160,none,false,1,5,3,0.9,24.1,35.4,11.3,4.4,81.5,14.6,20,37,28.2,32.1,13.8,4,4,,261,121.8,93.5,,,,5,5.8,,,,160,,2.58,93.9,73.6,24.8,,12.9,0.64,,,54.32,61.14,127.6438226772,97.178896630808,,,,,,,,,,,
new-balance-fresh-foam-x-balos,New Balance Fresh Foam X Balos,New Balance,2025-01-01,77,200,none,false,4,1,4,0.54,31.9,37.8,5.9,4.5,81,11.6,14.4,23.9,17.3,23.4,35.5,4,4,,247,117.6,99.7,,,,4.7,2.5,,,,200,,2.75,95.3,72.8,24.5,,12.7,0.48,,,55.15,55.22,157.88808892257,129.48503800386,,,,,,,,,,,
new-balance-fresh-foam-x-evoz-v-4,New Balance Fresh Foam X Evoz v4,New Balance,2025-01-01,75,100,none,false,4,3,2,1.4,25.9,31.4,5.5,5,72.5,18.6,19.9,7,,,,4,5,,286,116.4,89.2,,,,4,4.8,,,,100,,2.79,93.5,72.2,27.3,,17.4,0.3,,,56.18,62.07,118.31659153563,96.54000617856,,,,,,,,,,,
new-balance-fresh-foam-x-evoz-v3,New Balance Fresh Foam X Evoz v3,New Balance,2025-01-01,75,100,none,true,2,3,2,0.63,26.4,34.3,7.9,4.1,75.5,20.6,23.6,14.4,18.3,20.6,12.6,3,4,,257,112.3,91.2,,,,4.4,5.3,,,,100,,2.89,92.9,73.6,27.6,,12.9,0.54,,,58.19,61.34,131.0169535938,101.76149141642,,,,,,,,,,,
new-balance-fresh-foam-x-kaiha-road,New Balance Fresh Foam X Kaiha Road,New Balance,2023-01-01,82,100,none,false,4,1,1,0.85,32,35.8,3.8,3.5,77.9,13.3,17.6,32.5,25.5,37.7,47.8,5,3,,281,119.2,100.1,101.8,78.6,268.3,4.3,5,,,,100,,2.86,,,,,17.5,0.53,,,59.21,61.68,132.30313293819,124.34717731907,31.1,,,,,,,,,,
new-balance-fresh-foam-x-more-v-6,New Balance Fresh Foam X More v6,New Balance,2025-01-01,86,155,none,false,2,3,4,0.82,38.5,41.8,3.3,1.9,,9.5,16,68.4,,,,3,3,,302,122.5,102,,,,3.5,7.4,,,,155,,2.96,93.5,71.3,24.4,,17.7,0.44,,,60.1,58.8,151.88335358445,143.71945961483,27.5,,,,14.7,,58,8,34,57,54
new-balance-fresh-foam-x-more-v5,New Balance Fresh Foam X More v5,New Balance,2024-01-01,85,155,none,true,5,3,3,0.65,34.3,42.1,7.8,3.2,81,8.6,11.8,37.2,30.6,38.4,25.5,4,4,,308,124.6,105,98,75.9,269,3.7,9.1,,,,155,,2.35,93.2,70.7,24.4,,18.1,0.55,,,53.63,56.56,155.84577502104,133.40092313439,25.9,,,,,,,,,,
new-balance-fresh-foam-x-tempo-v-2,New Balance Fresh Foam X Tempo v2,New Balance,2022-04-01,77,120,none,false,2,4,2,0.7,22.2,29.2,7,4.5,81,11.5,16.6,44.5,11.1,14.2,27.7,2,3,,244,105.3,82.2,,,,3.2,2.9,,,,120,,2.92,92.5,74.5,24.5,,5.7,0.41,,,62.3,67.46,114.13179940195,68.633237704355,,,,,,,,,,,
new-balance-fresh-foam-x-vongo-v-6,New Balance Fresh Foam X Vongo v6,New Balance,2024-01-01,84,150,plated-other,false,1,3,4,0.68,30.5,36.1,5.6,3.5,86.5,18.9,24,27.1,22.8,27,18.8,3,4,,312,118.3,91.7,100,78.9,272.7,4.9,7.7,,15.8,,150,,2.77,94.1,74.9,27.4,,15.3,0.48,,,54.74,57.45,119.42294831375,107.69827251971,,,,,,,,,,,
new-balance-fuel-cell-rebel-v-3,New Balance FuelCell Rebel v3,New Balance,,76,130,none,true,5,2,1,,22.7,31.7,9,3.5,81.3,9.5,15,57.9,14.4,22.4,55.6,1,3,,211,110.3,81.5,96.4,73.4,,2.8,2.9,,,,130,,2.3,,,,,,,,,,,,,,,,,,,,,,,
new-balance-fuel-cell-rebel-v-5,New Balance FuelCell Rebel v5,New Balance,2025-01-01,86,140,none,false,3,1,4,0.85,26.7,33,6.3,2.6,65,11.5,13.4,16.6,,,,2,3,,220,114.9,91.4,,,,2.6,2.9,,,,140,,2.89,96.1,75,27.9,,11.7,0.5,,,59.78,67.3,144.88763963546,104.56641535872,25.9,,,,10.8,,,,,,
new-balance-fuel-cell-super-comp-elite-v-4,New Balance FuelCell SuperComp Elite v4,New Balance,2024-01-01,83,250,carbon,true,4,2,3,0.79,28.9,38.2,9.3,2,64.4,15,15.9,5.9,38.4,39.8,3.9,4,2,,232,114.6,88.7,97.9,80.3,267.4,2.6,1.8,,31.5,,250,,2.33,96,78.4,27.3,,18.4,0.46,,,77.29,72.7,145.9662234159,113.59118532402,30.3,,31.9,,,,,,,,
new-balance-fuel-cell-super-comp-elite-v-5,New Balance FuelCell SuperComp Elite v5,New Balance,2025-01-01,85,265,carbon,false,4,1,3,1.1,28.6,39.3,10.7,3.5,,15.2,16.5,8.6,,,,4,2,,198,107,71.6,,,,3.1,1,,15,,265,,3.03,93.8,74.5,26.4,,16.2,0.61,,,74.8,74.9,143.63688595231,112.08249271464,33.8,,31.7,,12.5,,,,,,
new-balance-fuel-cell-super-comp-pacer-v-2,New Balance FuelCell SuperComp Pacer v2,New Balance,2025-01-01,84,200,carbon,false,5,2,2,0.76,25.4,32.9,7.5,2.9,74,10,12.6,26,40.1,41.4,3.2,4,2,,200,111.5,85.3,,,,2.8,2.3,,,,200,,2.34,93.6,75.9,26.6,,17.2,0.44,,,75.16,75.82,131.80613952998,96.818542687295,27.5,,29,,,,,,,,
new-balance-fuel-cell-super-comp-trainer-v-2,New Balance FuelCell SuperComp Trainer v2,New Balance,2023-01-01,76,180,carbon,true,3,1,5,0.71,30.9,39.3,8.4,2.8,73,9.6,13,35,35.4,40.2,13.6,5,3,,264,115.6,95.6,98.2,77.6,263.2,3.3,2.6,,,,180,,2.68,95.2,76.4,28.7,,,,,,,,,,,,,,,,,,,,
new-balance-fuel-cell-super-comp-trainer-v-3,New Balance FuelCell SuperComp Trainer v3,New Balance,2024-01-01,89,180,carbon,false,4,1,4,1.07,29.5,36.8,7.3,3,68.4,8.8,11.1,27.1,36.8,46.1,25.3,5,3,,278,117.7,90,99.8,78.8,266.2,2.9,3.3,,,,180,,2.65,95.9,73.5,25.9,,25.1,0.51,,,66.13,64.52,143.64926595225,117.77591953549,21.8,,27.5,,,,,,,,
new-balance-fuelcell-propel-v4,New Balance FuelCell Propel v4,New Balance,2023-03-06,84,110,none,true,4,2,5,0.5,29.2,33.7,4.5,2.5,78.8,14,18.8,33.9,24.8,26.3,6,4,3,,276,116.2,97.6,97.3,79.1,268.4,4.5,5.8,,,,110,,2.98,,,,,12.6,0.48,,,58.62,62.76,135.98226791226,113.38254135628,,,,,,,,,,,
new-balance-fuelcell-propel-v5,New Balance FuelCell Propel v5,New Balance,2024-01-01,82,120,plated-other,false,5,1,1,1.1,28.5,35.2,6.7,3.2,78.3,9.8,13.6,39.7,18.8,22.8,21.3,3,3,,269,111.8,89.1,96.7,76.3,268,4.1,5.6,,,,120,,2.54,93.1,73.9,27.1,,11,0.42,,,58.24,62.54,142.98787462823,111.33501820328,24.2,,26.3,,,,,,,,
new-balance-fuelcell-rebel-v4,New Balance FuelCell Rebel v4,New Balance,2024-01-01,84,140,none,true,4,1,5,0.81,21.5,28,6.5,3.2,81.5,8.5,12.5,47.1,13.3,16.7,25.5,2,2,,213,124.7,101.5,99.6,81.6,265.7,2.5,2.1,,,,140,,2.35,96,78.4,27.3,,8.1,0.5,,,63.07,66.81,138.71741874627,96.721152916143,23.7,,,,,,,,,,
nike-air-zoom-alphafly-next-2,Nike Alphafly 2,Nike,2022-06-15,84,275,carbon,true,5,5,,,33.9,38.6,4.7,2.1,77.6,19.1,20.8,8.5,69.7,77.8,11.6,4,1,,240,116.6,95.6,93,71.4,,1.8,3.5,,,,275,,2.53,,,,,,,,,,,,,,,,,,,,,,,
nike-air-zoom-pegasus-39,Nike Air Zoom Pegasus 39,Nike,2022-04-28,80,130,none,true,4,,,,22.3,30.3,8,3.3,85,15.5,23.25,50,20.1,31.4,56.2,2,3,,264,109.2,83.2,98,,,4.5,10,,,,130,,2.86,,,,,,,,,54.89,56.57,115.96892032935,90.03898688132,,,,,,,,,,,
nike-alphafly-3,Nike Alphafly 3,Nike,2024-01-04,93,285,carbon,false,5,1,5,3.16,29.6,38.1,8.5,1.9,82.8,18.1,21.3,17.2,71.7,75.1,4.7,4,1,,201,117.5,91.9,95.9,78.5,262,1.9,2.8,,29.3,,285,,2.56,93.3,75.3,33.7,,28.4,0.4,,,74.91,73.94,144.26267347586,112.93692472754,34.5,,47.2,,,,,,,,
nike-downshifter-12,Nike Downshifter 12,Nike,,74,70,none,true,3,,,,21.7,31.7,10,3.5,77.5,26,34,30.8,36.7,62.1,69.3,2,2,,280,111,85,100.2,,,4.4,10.1,,,,70,,2.91,,,,,13,0.22,,,56.76,60.87,112.27881074284,88.266706680907,,,,,,,,,,,
nike-downshifter-13,Nike Downshifter 13,Nike,2024-01-01,76,75,none,true,4,3,4,0.83,22.1,32.2,10.1,3.1,90.5,21.3,26,22.4,17.5,23.25,32.6,3,3,,265,111.9,88.5,99.1,77.3,270.5,4.8,10.8,,,,75,,2.53,95.1,72.6,26.9,,11.4,0.36,,,53.98,57.69,111.14816049794,84.487288887387,42.5,,,,,,,,,,
nike-downshifter-14,Nike Downshifter 14,Nike,2026-01-01,75,80,none,false,2,4,3,0.85,23.7,31.1,7.4,4.1,,,,26.6,,,,,3,,315,111.9,89.7,,,264.4,4.5,6.9,,,,80,,3,91.2,71.3,27.3,,11.3,0.69,,,50.1,57.4,121.13870381587,92.327578247623,40.3,51,,,9.8,,,,,,
nike-flex-experience-run-12,Nike Flex Experience Run 12,Nike,2024-01-01,73,75,none,false,3,3,5,4.97,19.9,25.9,6,,60.3,30.6,34.6,13.1,6.8,10.1,48.9,1,1,,241,117.6,88.6,102.5,77.7,270,4.4,4,,,,75,,2.85,96.9,71.8,28.8,,4.6,0.36,,,51.17,49.6,98.322616168171,74.275443053018,,,,,,,,,,,
nike-free-rn-nn,Nike Free RN NN,Nike,2024-01-01,72,100,none,false,2,4,5,0.82,18.7,25.6,6.9,2.5,79,26,28.6,10.1,6.1,7.5,23.4,1,1,,197,115.9,90.3,104.9,80.3,264.8,5,2,,,,100,,2.78,99.7,79.2,17.9,,4.6,0.3,,,55.25,53,100.85728693898,72.909147910788,,,,,,,,,,,
